Local time,Ask,Bid
17.02.2021 16:39:14.589 GMT+0200,76.242,76.228
17.02.2021 16:39:14.691 GMT+0200,76.242,76.218
17.02.2021 16:39:14.792 GMT+0200,76.232,76.218
17.02.2021 16:39:14.969 GMT+0200,76.243,76.217
17.02.2021 16:39:15.311 GMT+0200,76.232,76.218
17.02.2021 16:39:15.362 GMT+0200,76.242,76.218
17.02.2021 16:39:15.412 GMT+0200,76.242,76.228
17.02.2021 16:39:15.462 GMT+0200,76.243,76.217
17.02.2021 16:39:15.580 GMT+0200,76.233,76.217
17.02.2021 16:39:17.298 GMT+0200,76.243,76.217
17.02.2021 16:39:17.348 GMT+0200,76.242,76.228
17.02.2021 16:39:17.516 GMT+0200,76.233,76.217
17.02.2021 16:39:17.840 GMT+0200,76.223,76.207
17.02.2021 16:39:19.683 GMT+0200,76.212,76.208
17.02.2021 16:39:19.733 GMT+0200,76.213,76.197
17.02.2021 16:39:19.934 GMT+0200,76.203,76.187
17.02.2021 16:39:20.185 GMT+0200,76.213,76.187
17.02.2021 16:39:20.347 GMT+0200,76.223,76.197
17.02.2021 16:39:20.751 GMT+0200,76.212,76.198
17.02.2021 16:39:22.558 GMT+0200,76.202,76.198
17.02.2021 16:39:22.608 GMT+0200,76.202,76.188
17.02.2021 16:39:23.512 GMT+0200,76.212,76.188
17.02.2021 16:39:23.562 GMT+0200,76.202,76.188
17.02.2021 16:39:24.317 GMT+0200,76.213,76.187
17.02.2021 16:39:24.484 GMT+0200,76.212,76.198
17.02.2021 16:39:24.715 GMT+0200,76.212,76.188
17.02.2021 16:39:25.429 GMT+0200,76.203,76.187
17.02.2021 16:39:29.987 GMT+0200,76.193,76.177
17.02.2021 16:39:32.596 GMT+0200,76.193,76.187
17.02.2021 16:39:32.647 GMT+0200,76.203,76.187
17.02.2021 16:39:33.723 GMT+0200,76.193,76.177
17.02.2021 16:39:34.826 GMT+0200,76.183,76.177
17.02.2021 16:39:34.877 GMT+0200,76.182,76.168
17.02.2021 16:39:35.443 GMT+0200,76.173,76.157
17.02.2021 16:39:40.304 GMT+0200,76.182,76.158
17.02.2021 16:39:40.391 GMT+0200,76.173,76.157
17.02.2021 16:39:40.491 GMT+0200,76.182,76.158
17.02.2021 16:39:40.542 GMT+0200,76.173,76.157
17.02.2021 16:39:41.174 GMT+0200,76.183,76.157
17.02.2021 16:39:41.590 GMT+0200,76.182,76.168
17.02.2021 16:39:42.334 GMT+0200,76.172,76.168
17.02.2021 16:39:42.384 GMT+0200,76.173,76.157
17.02.2021 16:39:45.744 GMT+0200,76.163,76.157
17.02.2021 16:39:45.794 GMT+0200,76.163,76.147
17.02.2021 16:39:48.105 GMT+0200,76.172,76.148
17.02.2021 16:39:48.155 GMT+0200,76.162,76.148
17.02.2021 16:39:50.015 GMT+0200,76.173,76.157
17.02.2021 16:39:50.867 GMT+0200,76.183,76.157
17.02.2021 16:39:51.246 GMT+0200,76.182,76.168
17.02.2021 16:39:52.180 GMT+0200,76.183,76.157
17.02.2021 16:39:52.230 GMT+0200,76.173,76.157
17.02.2021 16:39:52.871 GMT+0200,76.172,76.148
17.02.2021 16:39:52.921 GMT+0200,76.162,76.148
17.02.2021 16:39:53.533 GMT+0200,76.162,76.158
17.02.2021 16:39:53.583 GMT+0200,76.172,76.158
17.02.2021 16:39:55.575 GMT+0200,76.172,76.148
17.02.2021 16:39:55.727 GMT+0200,76.173,76.157
17.02.2021 16:39:55.777 GMT+0200,76.172,76.148
17.02.2021 16:39:56.636 GMT+0200,76.172,76.158
17.02.2021 16:40:01.372 GMT+0200,76.183,76.157
17.02.2021 16:40:01.575 GMT+0200,76.173,76.157
17.02.2021 16:40:02.002 GMT+0200,76.183,76.157
17.02.2021 16:40:02.055 GMT+0200,76.183,76.167
17.02.2021 16:40:02.214 GMT+0200,76.182,76.158
17.02.2021 16:40:02.752 GMT+0200,76.172,76.158
17.02.2021 16:40:02.994 GMT+0200,76.182,76.168
17.02.2021 16:40:03.562 GMT+0200,76.192,76.178
17.02.2021 16:40:04.334 GMT+0200,76.193,76.167
17.02.2021 16:40:04.560 GMT+0200,76.192,76.178
17.02.2021 16:40:04.983 GMT+0200,76.203,76.177
17.02.2021 16:40:05.083 GMT+0200,76.202,76.188
17.02.2021 16:40:05.439 GMT+0200,76.202,76.178
17.02.2021 16:40:05.817 GMT+0200,76.192,76.178
17.02.2021 16:40:06.432 GMT+0200,76.202,76.178
17.02.2021 16:40:06.482 GMT+0200,76.192,76.178
17.02.2021 16:40:06.966 GMT+0200,76.202,76.178
17.02.2021 16:40:07.118 GMT+0200,76.202,76.188
17.02.2021 16:40:08.064 GMT+0200,76.192,76.178
17.02.2021 16:40:08.115 GMT+0200,76.202,76.178
17.02.2021 16:40:08.215 GMT+0200,76.202,76.188
17.02.2021 16:40:09.487 GMT+0200,76.213,76.197
17.02.2021 16:40:10.102 GMT+0200,76.202,76.188
17.02.2021 16:40:10.362 GMT+0200,76.212,76.198
17.02.2021 16:40:11.356 GMT+0200,76.212,76.188
17.02.2021 16:40:11.709 GMT+0200,76.213,76.197
17.02.2021 16:40:11.983 GMT+0200,76.202,76.188
17.02.2021 16:40:13.015 GMT+0200,76.212,76.198
17.02.2021 16:40:13.065 GMT+0200,76.212,76.188
17.02.2021 16:40:13.116 GMT+0200,76.212,76.198
17.02.2021 16:40:14.070 GMT+0200,76.202,76.188
17.02.2021 16:40:17.731 GMT+0200,76.212,76.198
17.02.2021 16:40:19.303 GMT+0200,76.203,76.187
17.02.2021 16:40:21.285 GMT+0200,76.203,76.177
17.02.2021 16:40:21.335 GMT+0200,76.192,76.178
17.02.2021 16:40:26.639 GMT+0200,76.193,76.167
17.02.2021 16:40:26.912 GMT+0200,76.183,76.167
17.02.2021 16:40:27.182 GMT+0200,76.173,76.157
17.02.2021 16:40:33.718 GMT+0200,76.162,76.158
17.02.2021 16:40:33.769 GMT+0200,76.163,76.147
17.02.2021 16:40:36.473 GMT+0200,76.173,76.147
17.02.2021 16:40:36.577 GMT+0200,76.163,76.147
17.02.2021 16:40:36.822 GMT+0200,76.172,76.148
17.02.2021 16:40:36.872 GMT+0200,76.172,76.158
17.02.2021 16:40:37.174 GMT+0200,76.172,76.148
17.02.2021 16:40:37.389 GMT+0200,76.173,76.157
17.02.2021 16:40:37.648 GMT+0200,76.173,76.147
17.02.2021 16:40:38.038 GMT+0200,76.163,76.147
17.02.2021 16:40:41.090 GMT+0200,76.173,76.157
17.02.2021 16:40:41.517 GMT+0200,76.173,76.147
17.02.2021 16:40:41.618 GMT+0200,76.172,76.158
17.02.2021 16:40:43.249 GMT+0200,76.173,76.147
17.02.2021 16:40:43.299 GMT+0200,76.163,76.147
17.02.2021 16:40:49.640 GMT+0200,76.172,76.158
17.02.2021 16:40:49.848 GMT+0200,76.163,76.147
17.02.2021 16:40:51.869 GMT+0200,76.172,76.158
17.02.2021 16:40:54.727 GMT+0200,76.163,76.147
17.02.2021 16:41:06.307 GMT+0200,76.173,76.157
17.02.2021 16:41:06.598 GMT+0200,76.182,76.168
17.02.2021 16:41:06.749 GMT+0200,76.183,76.157
17.02.2021 16:41:06.947 GMT+0200,76.173,76.157
17.02.2021 16:41:07.150 GMT+0200,76.183,76.157
17.02.2021 16:41:07.409 GMT+0200,76.172,76.158
17.02.2021 16:41:09.483 GMT+0200,76.162,76.148
17.02.2021 16:41:09.841 GMT+0200,76.173,76.157
17.02.2021 16:41:10.201 GMT+0200,76.182,76.168
17.02.2021 16:41:14.033 GMT+0200,76.193,76.167
17.02.2021 16:41:14.084 GMT+0200,76.182,76.168
17.02.2021 16:41:15.033 GMT+0200,76.193,76.177
17.02.2021 16:41:16.586 GMT+0200,76.183,76.167
17.02.2021 16:41:17.509 GMT+0200,76.173,76.167
17.02.2021 16:41:17.559 GMT+0200,76.173,76.157
17.02.2021 16:41:19.993 GMT+0200,76.182,76.168
17.02.2021 16:41:22.232 GMT+0200,76.193,76.167
17.02.2021 16:41:22.282 GMT+0200,76.183,76.167
17.02.2021 16:41:26.954 GMT+0200,76.192,76.178
17.02.2021 16:41:29.973 GMT+0200,76.202,76.178
17.02.2021 16:41:30.023 GMT+0200,76.193,76.177
17.02.2021 16:41:30.232 GMT+0200,76.202,76.178
17.02.2021 16:41:30.333 GMT+0200,76.203,76.187
17.02.2021 16:41:30.499 GMT+0200,76.192,76.178
17.02.2021 16:41:30.650 GMT+0200,76.203,76.177
17.02.2021 16:41:30.751 GMT+0200,76.203,76.187
17.02.2021 16:41:31.433 GMT+0200,76.213,76.197
17.02.2021 16:41:32.488 GMT+0200,76.222,76.198
17.02.2021 16:41:32.844 GMT+0200,76.212,76.198
17.02.2021 16:41:33.407 GMT+0200,76.223,76.197
17.02.2021 16:41:33.563 GMT+0200,76.212,76.198
17.02.2021 16:41:33.943 GMT+0200,76.222,76.198
17.02.2021 16:41:34.043 GMT+0200,76.223,76.207
17.02.2021 16:41:34.910 GMT+0200,76.213,76.197
17.02.2021 16:41:35.181 GMT+0200,76.223,76.197
17.02.2021 16:41:35.344 GMT+0200,76.222,76.208
17.02.2021 16:41:35.715 GMT+0200,76.223,76.197
17.02.2021 16:41:35.765 GMT+0200,76.223,76.207
17.02.2021 16:41:38.551 GMT+0200,76.213,76.197
17.02.2021 16:41:39.178 GMT+0200,76.223,76.197
17.02.2021 16:41:39.228 GMT+0200,76.212,76.198
17.02.2021 16:41:39.279 GMT+0200,76.222,76.198
17.02.2021 16:41:39.398 GMT+0200,76.212,76.198
17.02.2021 16:41:39.448 GMT+0200,76.223,76.197
17.02.2021 16:41:39.994 GMT+0200,76.213,76.197
17.02.2021 16:41:42.137 GMT+0200,76.222,76.208
17.02.2021 16:41:45.798 GMT+0200,76.222,76.218
17.02.2021 16:41:45.849 GMT+0200,76.232,76.218
17.02.2021 16:41:46.163 GMT+0200,76.223,76.217
17.02.2021 16:41:46.213 GMT+0200,76.222,76.208
17.02.2021 16:41:49.529 GMT+0200,76.223,76.197
17.02.2021 16:41:49.684 GMT+0200,76.212,76.198
17.02.2021 16:41:52.738 GMT+0200,76.202,76.188
17.02.2021 16:41:53.696 GMT+0200,76.212,76.198
17.02.2021 16:41:58.495 GMT+0200,76.212,76.208
17.02.2021 16:41:58.545 GMT+0200,76.223,76.207
17.02.2021 16:42:00.391 GMT+0200,76.232,76.208
17.02.2021 16:42:00.442 GMT+0200,76.233,76.217
17.02.2021 16:42:07.805 GMT+0200,76.222,76.218
17.02.2021 16:42:07.856 GMT+0200,76.223,76.207
17.02.2021 16:42:14.161 GMT+0200,76.213,76.207
17.02.2021 16:42:14.211 GMT+0200,76.212,76.198
17.02.2021 16:42:15.257 GMT+0200,76.223,76.207
17.02.2021 16:42:15.654 GMT+0200,76.212,76.198
17.02.2021 16:42:21.446 GMT+0200,76.223,76.207
17.02.2021 16:42:31.726 GMT+0200,76.212,76.198
17.02.2021 16:42:34.861 GMT+0200,76.213,76.207
17.02.2021 16:42:34.912 GMT+0200,76.222,76.208
17.02.2021 16:42:35.500 GMT+0200,76.233,76.207
17.02.2021 16:42:35.551 GMT+0200,76.232,76.218
17.02.2021 16:42:37.069 GMT+0200,76.223,76.217
17.02.2021 16:42:37.119 GMT+0200,76.223,76.207
17.02.2021 16:42:42.858 GMT+0200,76.223,76.217
17.02.2021 16:42:42.909 GMT+0200,76.233,76.217
17.02.2021 16:42:53.623 GMT+0200,76.242,76.228
17.02.2021 16:42:57.117 GMT+0200,76.253,76.237
17.02.2021 16:42:59.595 GMT+0200,76.263,76.247
17.02.2021 16:42:59.846 GMT+0200,76.273,76.257
17.02.2021 16:43:01.096 GMT+0200,76.262,76.248
17.02.2021 16:43:02.155 GMT+0200,76.273,76.257
17.02.2021 16:43:02.691 GMT+0200,76.263,76.247
17.02.2021 16:43:06.074 GMT+0200,76.252,76.238
17.02.2021 16:43:07.525 GMT+0200,76.263,76.237
17.02.2021 16:43:08.247 GMT+0200,76.263,76.247
17.02.2021 16:43:09.760 GMT+0200,76.263,76.257
17.02.2021 16:43:09.811 GMT+0200,76.272,76.258
17.02.2021 16:43:11.338 GMT+0200,76.283,76.257
17.02.2021 16:43:11.910 GMT+0200,76.273,76.257
17.02.2021 16:43:12.405 GMT+0200,76.282,76.268
17.02.2021 16:43:13.783 GMT+0200,76.272,76.258
17.02.2021 16:43:14.080 GMT+0200,76.283,76.257
17.02.2021 16:43:14.209 GMT+0200,76.282,76.268
17.02.2021 16:43:15.597 GMT+0200,76.283,76.277
17.02.2021 16:43:15.647 GMT+0200,76.293,76.277
17.02.2021 16:43:16.207 GMT+0200,76.302,76.288
17.02.2021 16:43:21.565 GMT+0200,76.292,76.278
17.02.2021 16:43:24.252 GMT+0200,76.282,76.278
17.02.2021 16:43:24.302 GMT+0200,76.282,76.268
17.02.2021 16:43:30.453 GMT+0200,76.272,76.258
17.02.2021 16:43:35.960 GMT+0200,76.282,76.268
17.02.2021 16:43:36.335 GMT+0200,76.273,76.267
17.02.2021 16:43:36.385 GMT+0200,76.273,76.257
17.02.2021 16:43:37.404 GMT+0200,76.262,76.248
17.02.2021 16:43:37.773 GMT+0200,76.272,76.248
17.02.2021 16:43:37.824 GMT+0200,76.263,76.247
17.02.2021 16:43:38.749 GMT+0200,76.252,76.248
17.02.2021 16:43:38.799 GMT+0200,76.252,76.238
17.02.2021 16:43:39.142 GMT+0200,76.263,76.237
17.02.2021 16:43:39.311 GMT+0200,76.263,76.247
17.02.2021 16:43:40.599 GMT+0200,76.253,76.237
17.02.2021 16:43:41.284 GMT+0200,76.263,76.237
17.02.2021 16:43:41.334 GMT+0200,76.262,76.248
17.02.2021 16:43:42.338 GMT+0200,76.272,76.248
17.02.2021 16:43:42.478 GMT+0200,76.262,76.248
17.02.2021 16:43:49.102 GMT+0200,76.252,76.238
17.02.2021 16:43:52.044 GMT+0200,76.263,76.247
17.02.2021 16:43:56.922 GMT+0200,76.253,76.237
17.02.2021 16:44:00.282 GMT+0200,76.263,76.247
17.02.2021 16:44:08.802 GMT+0200,76.253,76.237
17.02.2021 16:44:13.275 GMT+0200,76.262,76.238
17.02.2021 16:44:14.217 GMT+0200,76.263,76.247
17.02.2021 16:44:25.345 GMT+0200,76.273,76.257
17.02.2021 16:44:26.003 GMT+0200,76.263,76.247
17.02.2021 16:44:29.873 GMT+0200,76.253,76.237
17.02.2021 16:44:37.138 GMT+0200,76.263,76.237
17.02.2021 16:44:37.239 GMT+0200,76.252,76.238
17.02.2021 16:44:39.122 GMT+0200,76.262,76.248
17.02.2021 16:44:39.876 GMT+0200,76.273,76.247
17.02.2021 16:44:39.927 GMT+0200,76.272,76.258
17.02.2021 16:44:40.208 GMT+0200,76.262,76.248
17.02.2021 16:44:43.153 GMT+0200,76.263,76.257
17.02.2021 16:44:43.203 GMT+0200,76.273,76.257
17.02.2021 16:44:47.076 GMT+0200,76.263,76.247
17.02.2021 16:44:49.325 GMT+0200,76.253,76.237
17.02.2021 16:44:51.829 GMT+0200,76.262,76.238
17.02.2021 16:44:53.573 GMT+0200,76.263,76.247
17.02.2021 16:44:56.513 GMT+0200,76.262,76.258
17.02.2021 16:44:56.563 GMT+0200,76.272,76.258
17.02.2021 16:45:00.120 GMT+0200,76.273,76.247
17.02.2021 16:45:00.250 GMT+0200,76.272,76.258
17.02.2021 16:45:00.571 GMT+0200,76.272,76.248
17.02.2021 16:45:00.621 GMT+0200,76.262,76.248
17.02.2021 16:45:07.277 GMT+0200,76.252,76.238
17.02.2021 16:45:08.281 GMT+0200,76.262,76.248
17.02.2021 16:45:09.010 GMT+0200,76.252,76.238
17.02.2021 16:45:11.471 GMT+0200,76.263,76.247
17.02.2021 16:45:13.562 GMT+0200,76.272,76.248
17.02.2021 16:45:13.612 GMT+0200,76.272,76.258
17.02.2021 16:45:15.499 GMT+0200,76.273,76.247
17.02.2021 16:45:15.554 GMT+0200,76.273,76.257
17.02.2021 16:45:15.705 GMT+0200,76.273,76.247
17.02.2021 16:45:16.299 GMT+0200,76.273,76.257
17.02.2021 16:45:18.163 GMT+0200,76.272,76.248
17.02.2021 16:45:18.213 GMT+0200,76.263,76.247
17.02.2021 16:45:22.327 GMT+0200,76.272,76.248
17.02.2021 16:45:23.354 GMT+0200,76.263,76.247
17.02.2021 16:45:27.591 GMT+0200,76.272,76.248
17.02.2021 16:45:27.642 GMT+0200,76.272,76.258
17.02.2021 16:45:30.283 GMT+0200,76.283,76.267
17.02.2021 16:45:32.152 GMT+0200,76.293,76.267
17.02.2021 16:45:32.353 GMT+0200,76.293,76.277
17.02.2021 16:45:34.881 GMT+0200,76.283,76.267
17.02.2021 16:45:37.447 GMT+0200,76.293,76.267
17.02.2021 16:45:37.914 GMT+0200,76.292,76.278
17.02.2021 16:45:40.916 GMT+0200,76.283,76.267
17.02.2021 16:45:41.017 GMT+0200,76.272,76.258
17.02.2021 16:45:43.263 GMT+0200,76.282,76.268
17.02.2021 16:45:48.570 GMT+0200,76.273,76.257
17.02.2021 16:45:50.269 GMT+0200,76.262,76.248
17.02.2021 16:45:51.066 GMT+0200,76.272,76.258
17.02.2021 16:45:57.242 GMT+0200,76.262,76.258
17.02.2021 16:45:57.292 GMT+0200,76.262,76.248
17.02.2021 16:46:04.839 GMT+0200,76.272,76.258
17.02.2021 16:46:09.339 GMT+0200,76.282,76.258
17.02.2021 16:46:10.087 GMT+0200,76.273,76.257
17.02.2021 16:46:10.651 GMT+0200,76.282,76.258
17.02.2021 16:46:13.008 GMT+0200,76.282,76.268
17.02.2021 16:46:13.721 GMT+0200,76.293,76.267
17.02.2021 16:46:13.772 GMT+0200,76.293,76.277
17.02.2021 16:46:15.419 GMT+0200,76.303,76.287
17.02.2021 16:46:16.423 GMT+0200,76.292,76.278
17.02.2021 16:46:19.002 GMT+0200,76.303,76.287
17.02.2021 16:46:21.668 GMT+0200,76.313,76.297
17.02.2021 16:46:22.379 GMT+0200,76.322,76.308
17.02.2021 16:46:30.774 GMT+0200,76.313,76.297
17.02.2021 16:46:32.473 GMT+0200,76.323,76.297
17.02.2021 16:46:32.728 GMT+0200,76.312,76.298
17.02.2021 16:46:33.698 GMT+0200,76.322,76.308
17.02.2021 16:46:37.099 GMT+0200,76.312,76.298
17.02.2021 16:46:38.114 GMT+0200,76.322,76.298
17.02.2021 16:46:38.775 GMT+0200,76.313,76.297
17.02.2021 16:46:39.150 GMT+0200,76.322,76.308
17.02.2021 16:46:40.280 GMT+0200,76.323,76.297
17.02.2021 16:46:40.330 GMT+0200,76.322,76.308
17.02.2021 16:46:41.654 GMT+0200,76.312,76.298
17.02.2021 16:46:41.962 GMT+0200,76.323,76.307
17.02.2021 16:46:42.199 GMT+0200,76.312,76.298
17.02.2021 16:46:46.234 GMT+0200,76.322,76.298
17.02.2021 16:46:47.763 GMT+0200,76.323,76.307
17.02.2021 16:46:48.007 GMT+0200,76.333,76.307
17.02.2021 16:46:48.108 GMT+0200,76.332,76.318
17.02.2021 16:46:51.102 GMT+0200,76.343,76.327
17.02.2021 16:46:52.243 GMT+0200,76.333,76.317
17.02.2021 16:46:53.171 GMT+0200,76.332,76.308
17.02.2021 16:46:53.607 GMT+0200,76.322,76.308
17.02.2021 16:46:54.840 GMT+0200,76.333,76.307
17.02.2021 16:46:54.890 GMT+0200,76.322,76.308
17.02.2021 16:46:55.602 GMT+0200,76.332,76.308
17.02.2021 16:46:55.653 GMT+0200,76.322,76.308
17.02.2021 16:46:57.198 GMT+0200,76.312,76.298
17.02.2021 16:46:59.474 GMT+0200,76.322,76.298
17.02.2021 16:46:59.524 GMT+0200,76.313,76.297
17.02.2021 16:47:03.537 GMT+0200,76.323,76.307
17.02.2021 16:47:12.304 GMT+0200,76.333,76.317
17.02.2021 16:47:23.524 GMT+0200,76.342,76.318
17.02.2021 16:47:26.187 GMT+0200,76.332,76.318
17.02.2021 16:47:32.743 GMT+0200,76.343,76.317
17.02.2021 16:47:33.960 GMT+0200,76.343,76.327
17.02.2021 16:47:34.942 GMT+0200,76.343,76.317
17.02.2021 16:47:37.811 GMT+0200,76.333,76.317
17.02.2021 16:47:42.500 GMT+0200,76.332,76.328
17.02.2021 16:47:42.550 GMT+0200,76.342,76.328
17.02.2021 16:47:43.220 GMT+0200,76.343,76.317
17.02.2021 16:47:43.270 GMT+0200,76.333,76.317
17.02.2021 16:47:49.765 GMT+0200,76.342,76.328
17.02.2021 16:47:50.248 GMT+0200,76.332,76.318
17.02.2021 16:47:50.597 GMT+0200,76.343,76.317
17.02.2021 16:47:51.153 GMT+0200,76.343,76.327
17.02.2021 16:47:53.104 GMT+0200,76.343,76.317
17.02.2021 16:47:53.636 GMT+0200,76.332,76.318
17.02.2021 16:47:59.976 GMT+0200,76.322,76.308
17.02.2021 16:48:00.921 GMT+0200,76.332,76.318
17.02.2021 16:48:01.062 GMT+0200,76.322,76.318
17.02.2021 16:48:01.113 GMT+0200,76.322,76.308
17.02.2021 16:48:01.531 GMT+0200,76.323,76.317
17.02.2021 16:48:01.582 GMT+0200,76.333,76.317
17.02.2021 16:48:02.130 GMT+0200,76.332,76.308
17.02.2021 16:48:02.181 GMT+0200,76.332,76.318
17.02.2021 16:48:10.566 GMT+0200,76.332,76.328
17.02.2021 16:48:10.616 GMT+0200,76.343,76.327
17.02.2021 16:48:11.481 GMT+0200,76.342,76.318
17.02.2021 16:48:11.531 GMT+0200,76.333,76.317
17.02.2021 16:48:15.039 GMT+0200,76.333,76.327
17.02.2021 16:48:15.089 GMT+0200,76.343,76.327
17.02.2021 16:48:17.250 GMT+0200,76.342,76.318
17.02.2021 16:48:17.565 GMT+0200,76.342,76.328
17.02.2021 16:48:20.175 GMT+0200,76.332,76.328
17.02.2021 16:48:20.226 GMT+0200,76.333,76.317
17.02.2021 16:48:21.109 GMT+0200,76.323,76.307
17.02.2021 16:48:21.412 GMT+0200,76.332,76.308
17.02.2021 16:48:21.637 GMT+0200,76.322,76.308
17.02.2021 16:48:21.941 GMT+0200,76.333,76.307
17.02.2021 16:48:22.727 GMT+0200,76.332,76.318
17.02.2021 16:48:29.015 GMT+0200,76.343,76.327
17.02.2021 16:48:30.302 GMT+0200,76.332,76.318
17.02.2021 16:48:30.474 GMT+0200,76.333,76.327
17.02.2021 16:48:30.525 GMT+0200,76.342,76.328
17.02.2021 16:48:30.625 GMT+0200,76.343,76.317
17.02.2021 16:48:30.676 GMT+0200,76.332,76.318
17.02.2021 16:48:31.258 GMT+0200,76.342,76.318
17.02.2021 16:48:31.565 GMT+0200,76.332,76.318
17.02.2021 16:48:33.537 GMT+0200,76.342,76.318
17.02.2021 16:48:34.313 GMT+0200,76.343,76.327
17.02.2021 16:48:38.005 GMT+0200,76.333,76.317
17.02.2021 16:48:39.359 GMT+0200,76.343,76.327
17.02.2021 16:48:40.097 GMT+0200,76.333,76.327
17.02.2021 16:48:40.147 GMT+0200,76.332,76.318
17.02.2021 16:48:40.489 GMT+0200,76.343,76.327
17.02.2021 16:48:41.357 GMT+0200,76.342,76.318
17.02.2021 16:48:41.467 GMT+0200,76.342,76.328
17.02.2021 16:48:41.779 GMT+0200,76.332,76.318
17.02.2021 16:48:44.230 GMT+0200,76.343,76.317
17.02.2021 16:48:44.280 GMT+0200,76.343,76.327
17.02.2021 16:48:45.360 GMT+0200,76.342,76.318
17.02.2021 16:48:45.412 GMT+0200,76.342,76.328
17.02.2021 16:48:54.892 GMT+0200,76.342,76.338
17.02.2021 16:48:54.943 GMT+0200,76.352,76.338
17.02.2021 16:48:55.752 GMT+0200,76.342,76.328
17.02.2021 16:48:55.945 GMT+0200,76.353,76.337
17.02.2021 16:49:00.550 GMT+0200,76.343,76.327
17.02.2021 16:49:03.182 GMT+0200,76.353,76.327
17.02.2021 16:49:03.350 GMT+0200,76.352,76.338
17.02.2021 16:49:08.914 GMT+0200,76.353,76.327
17.02.2021 16:49:09.426 GMT+0200,76.352,76.338
17.02.2021 16:49:09.986 GMT+0200,76.353,76.327
17.02.2021 16:49:11.001 GMT+0200,76.343,76.327
17.02.2021 16:49:12.622 GMT+0200,76.332,76.318
17.02.2021 16:49:16.241 GMT+0200,76.343,76.327
17.02.2021 16:49:16.745 GMT+0200,76.342,76.318
17.02.2021 16:49:16.795 GMT+0200,76.343,76.327
17.02.2021 16:49:18.231 GMT+0200,76.333,76.317
17.02.2021 16:49:20.633 GMT+0200,76.343,76.327
17.02.2021 16:49:21.804 GMT+0200,76.332,76.318
17.02.2021 16:49:21.956 GMT+0200,76.342,76.318
17.02.2021 16:49:22.156 GMT+0200,76.343,76.327
17.02.2021 16:49:25.111 GMT+0200,76.353,76.337
17.02.2021 16:49:27.001 GMT+0200,76.343,76.327
17.02.2021 16:49:27.259 GMT+0200,76.353,76.327
17.02.2021 16:49:27.309 GMT+0200,76.352,76.338
17.02.2021 16:49:27.773 GMT+0200,76.342,76.328
17.02.2021 16:49:28.943 GMT+0200,76.352,76.338
17.02.2021 16:49:31.686 GMT+0200,76.352,76.328
17.02.2021 16:49:32.012 GMT+0200,76.353,76.337
17.02.2021 16:49:33.362 GMT+0200,76.353,76.327
17.02.2021 16:49:33.412 GMT+0200,76.342,76.328
17.02.2021 16:49:36.101 GMT+0200,76.352,76.328
17.02.2021 16:49:36.624 GMT+0200,76.343,76.327
17.02.2021 16:49:36.875 GMT+0200,76.352,76.328
17.02.2021 16:49:37.135 GMT+0200,76.352,76.338
17.02.2021 16:49:40.131 GMT+0200,76.342,76.328
17.02.2021 16:50:00.351 GMT+0200,76.352,76.328
17.02.2021 16:50:01.242 GMT+0200,76.342,76.328
17.02.2021 16:50:01.392 GMT+0200,76.352,76.328
17.02.2021 16:50:02.779 GMT+0200,76.352,76.338
17.02.2021 16:50:05.516 GMT+0200,76.352,76.348
17.02.2021 16:50:05.566 GMT+0200,76.363,76.347
17.02.2021 16:50:07.429 GMT+0200,76.373,76.357
17.02.2021 16:50:07.893 GMT+0200,76.362,76.348
17.02.2021 16:50:10.756 GMT+0200,76.363,76.337
17.02.2021 16:50:11.160 GMT+0200,76.363,76.347
17.02.2021 16:50:18.569 GMT+0200,76.372,76.358
17.02.2021 16:50:18.870 GMT+0200,76.382,76.368
17.02.2021 16:50:21.481 GMT+0200,76.393,76.377
17.02.2021 16:50:26.167 GMT+0200,76.383,76.367
17.02.2021 16:50:27.564 GMT+0200,76.392,76.368
17.02.2021 16:50:27.622 GMT+0200,76.383,76.367
17.02.2021 16:50:29.908 GMT+0200,76.373,76.357
17.02.2021 16:50:33.928 GMT+0200,76.373,76.347
17.02.2021 16:50:33.978 GMT+0200,76.363,76.347
17.02.2021 16:50:34.802 GMT+0200,76.373,76.347
17.02.2021 16:50:34.982 GMT+0200,76.372,76.358
17.02.2021 16:50:35.319 GMT+0200,76.373,76.347
17.02.2021 16:50:35.762 GMT+0200,76.372,76.358
17.02.2021 16:50:38.327 GMT+0200,76.383,76.367
17.02.2021 16:50:39.023 GMT+0200,76.382,76.358
17.02.2021 16:50:39.073 GMT+0200,76.373,76.357
17.02.2021 16:50:39.626 GMT+0200,76.382,76.358
17.02.2021 16:50:39.763 GMT+0200,76.373,76.357
17.02.2021 16:50:42.249 GMT+0200,76.382,76.368
17.02.2021 16:50:45.632 GMT+0200,76.382,76.358
17.02.2021 16:50:46.077 GMT+0200,76.382,76.368
17.02.2021 16:50:46.607 GMT+0200,76.383,76.357
17.02.2021 16:50:46.708 GMT+0200,76.372,76.358
17.02.2021 16:50:53.794 GMT+0200,76.383,76.357
17.02.2021 16:50:53.844 GMT+0200,76.372,76.358
17.02.2021 16:50:53.945 GMT+0200,76.382,76.368
17.02.2021 16:50:55.697 GMT+0200,76.382,76.358
17.02.2021 16:50:55.747 GMT+0200,76.383,76.367
17.02.2021 16:50:59.292 GMT+0200,76.393,76.377
17.02.2021 16:51:03.244 GMT+0200,76.382,76.368
